Book,Chapter,Verse,Source (Yami),Source (Cleaned),Translation (Tagalog),Reference (Tagalog),Reference (Cleaned),BLEU
Romans,12,2,Ji nyo to panwanoda o kataotao nyo do yamarahet so yahahapan sya tao do karawan. Ta apyapya pa o kablis na so onowned nyo ni Ama ta do to. Ta ori o ipakateneng nyo do apya nakenakem na jinyo ni Ama ta do to a kano isaray ni Ama ta do to a vazay.,ji nyo to panwanoda o kataotao nyo do yamarahet so yahahapan sya tao do karawan ta apyapya pa o kablis na so onowned nyo ni ama ta do to ta ori o ipakateneng nyo do apya nakenakem na jinyo ni ama ta do to a kano isaray ni ama ta do to a vazay,huwag ninyong tularan ang inyong mga katawan sa lahing ito kundi tularan ninyo ang inyong puso upang malaman ninyo kung ano ang kalooban ng diyos at kung ano ang katuwiran ng diyos,"Huwag ninyong tularan ang sanlibutang ito; kundi magbago kayo sa pamamagitan ng pagbabago ng inyong pag-iisip, upang mapatunayan ninyo kung alin ang mabuti, kasiya-siya, at lubos na kalooban ng Diyos.",huwag ninyong tularan ang sanlibutang ito kundi magbago kayo sa pamamagitan ng pagbabago ng inyong pagiisip upang mapatunayan ninyo kung alin ang mabuti kasiyasiya at lubos na kalooban ng diyos,14.26130679940865
John,13,27,"Meyratateng am bedbedan na ni Satan o onowned na. Maniring si Yeso jya am, “No yamyan so yamo ipeynanakem a vazay mo am peyvazain mo am.”",meyratateng am bedbedan na ni satan o onowned na maniring si yeso jya am no yamyan so yamo ipeynanakem a vazay mo am peyvazain mo am,at pagdakay pumasok si satanas sa kaniya at sinabi sa kaniya ni jesus anumang gawin mo ay gawin mo,"Pagkatapos na matanggap ang kapirasong tinapay, si Satanas ay pumasok sa kanya. Sinabi sa kanya ni Jesus, “Gawin mong mabilis ang iyong gagawin.”",pagkatapos na matanggap ang kapirasong tinapay si satanas ay pumasok sa kanya sinabi sa kanya ni jesus gawin mong mabilis ang iyong gagawin,6.455481593600536
Luke,6,11,Ori o nikarakorako na pa no kaoyyan da ni Yeso. Am ori o nipeysirisiring da do ahapan da sya.,ori o nikarakorako na pa no kaoyyan da ni yeso am ori o nipeysirisiring da do ahapan da sya,datapuwat silay lalong nangagtataka at nangagsanggunian kung ano ang kanilang magagawa laban sa kaniya,Subalit sila'y napuno ng matinding galit at pinag-usapan nila kung ano ang maaari nilang gawin kay Jesus.,subalit silay napuno ng matinding galit at pinagusapan nila kung ano ang maaari nilang gawin kay jesus,9.69433599959069
James,4,2,Nyo ikakza o karo no makadpeh jinyo. Am no yanyo jyahap am nyo naknakmen o nyo kapangap so tao. Yateywara o pangangagoman nyo am nyo kaji makahapan sya. Am ori o nyo ipeygalagalagal. Am o yanyo ji makahapi sya am nyo ji ngamya ji Ama ta do to.,nyo ikakza o karo no makadpeh jinyo am no yanyo jyahap am nyo naknakmen o nyo kapangap so tao yateywara o pangangagoman nyo am nyo kaji makahapan sya am ori o nyo ipeygalagalagal am o yanyo ji makahapi sya am nyo ji ngamya ji ama ta do to,kayoy nagnanais na magkaroon ng anuman ngunit hindi ninyo siya natagpuan kayoy nagnanais na magkaroon ng anuman ngunit hindi ninyo siya natagpuan kayoy nagnanais na magkaroon ng anuman ngunit hindi ninyo siya natagpuan sapagkat hindi ninyo siya tinanggap,"Kayo'y naghahangad, at kayo'y wala; kayo'y pumapatay at kayo'y nag-iimbot at kayo'y hindi nagkakamit. Kayo'y nag-aaway at nagdidigmaan. Kayo'y wala, sapagkat hindi kayo humihingi.",kayoy naghahangad at kayoy wala kayoy pumapatay at kayoy nagiimbot at kayoy hindi nagkakamit kayoy nagaaway at nagdidigmaan kayoy wala sapagkat hindi kayo humihingi,2.5507996539511826
1 Corinthians,3,2,"Ori o ko peyyopan pa jinyo no meyzoko, ta marahet pa o kapakan ko jinyo no cinvevekeh. Ta ji nyo anget. So nyo ikakman sang sicyaikwaya a yaji ngahap so yamakdeng a yako inanao jinyo.",ori o ko peyyopan pa jinyo no meyzoko ta marahet pa o kapakan ko jinyo no cinvevekeh ta ji nyo anget so nyo ikakman sang sicyaikwaya a yaji ngahap so yamakdeng a yako inanao jinyo,dahil ditoy isinusulat ko sa inyo ang isang hapunan na hindi matuwid para sa inyo sapagkat kayoy matanda at hindi natutulog,"Pinainom ko kayo ng gatas at hindi ng matigas na pagkain, sapagkat hindi pa ninyo kaya ito. Hanggang ngayon ay hindi pa ninyo kaya,",pinainom ko kayo ng gatas at hindi ng matigas na pagkain sapagkat hindi pa ninyo kaya ito hanggang ngayon ay hindi pa ninyo kaya,4.143853545239803
John,21,9,Makaranes sira do pamsan na am macita da o myanpaw a kano inmala rana a yanan no panazaban ni Yeso so among.,makaranes sira do pamsan na am macita da o myanpaw a kano inmala rana a yanan no panazaban ni yeso so among,nang makarating sila sa lupa nakita nila ang mga sandalyas na nasa ibabaw ng bangka na may tinapay at mga isda,"Kaya't nang sila'y magsilunsad sa lupa, ay nakakita sila doon ng mga bagang uling, at isda ang nakalagay sa ibabaw, at tinapay.",kayat nang silay magsilunsad sa lupa ay nakakita sila doon ng mga bagang uling at isda ang nakalagay sa ibabaw at tinapay,5.303665626119524
John,19,25,O meytatanek do katangked no jyojika ni Yeso am si ina na kani kaminan na kani Madiya a mavakes ni Kelopo a kani Matelyan Madiya.,o meytatanek do katangked no jyojika ni yeso am si ina na kani kaminan na kani madiya a mavakes ni kelopo a kani matelyan madiya,at ang mga nakatayo sa tabi ng krus ni jesus ay ang kaniyang ina at ang kaniyang kapatid na si maria na asawa ni cleopas at si maria magdalena,"Ang mga bagay ngang ito ay ginawa ng mga kawal. Datapuwa't nangakatayo sa piling ng krus ni Jesus ang kaniyang ina, at ang kapatid ng kaniyang ina, na si Maria na asawa ni Cleopas, at si Maria Magdalena.",ang mga bagay ngang ito ay ginawa ng mga kawal datapuwat nangakatayo sa piling ng krus ni jesus ang kaniyang ina at ang kapatid ng kaniyang ina na si maria na asawa ni cleopas at si maria magdalena,43.72072067022109
John,18,5,"Maniring sira am, “O tao do Nasale a meyngaran so Yeso.” Maniring si Yeso am, “Yaken nyo ipanci ang.” O meyngaran so Yota a manazang nya am macizasing jira.",maniring sira am o tao do nasale a meyngaran so yeso maniring si yeso am yaken nyo ipanci ang o meyngaran so yota a manazang nya am macizasing jira,sumagot sila si jesus na taganazaret sinabi sa kanila ni jesus ako nga si judas na sa kaniyay nagkanulo ay nakatayo sa gitna nila,"Sinagot niya sila, Si Jesus na taga Nazaret. Sinabi sa kanila ni Jesus, Ako nga. At si Judas din naman, na sa kaniya'y nagkanulo, ay nakatayong kasama nila.",sinagot niya sila si jesus na taga nazaret sinabi sa kanila ni jesus ako nga at si judas din naman na sa kaniyay nagkanulo ay nakatayong kasama nila,44.00147573068061
Mark,9,15,Macita da si Yeso no aro a tao am to da ngyakan. Am ori o nipalalayo da a mangay omrapong sya.,macita da si yeso no aro a tao am to da ngyakan am ori o nipalalayo da a mangay omrapong sya,nang makita siya ng napakaraming tao silay tumakbo at siyay sinalubong,"Nang makita siya ng maraming tao, agad silang namangha at tumakbo upang batiin siya.",nang makita siya ng maraming tao agad silang namangha at tumakbo upang batiin siya,20.544097977075833
Luke,8,37,O tao do Kelasen am ipanci da si Yeso a komaro jira. Ta manyahey sira. So nisakay na rana do vazangay a mangay rana.,o tao do kelasen am ipanci da si yeso a komaro jira ta manyahey sira so nisakay na rana do vazangay a mangay rana,at ang lahat ng mga tao sa lupain ng mga gadareno ay nakiusap kay jesus na umalis sa kanila sapagkat silay lubhang natakot at siyay lumulan sa daong at umalis,"At ipinamanhik sa kaniya ng lahat ng mga tao sa palibotlibot ng lupain ng mga Gadareno na siya'y umalis sa kanila, sapagka't sila'y napipigilan ng malaking takot: at siya'y lumulan sa daong, at nagbalik.",at ipinamanhik sa kaniya ng lahat ng mga tao sa palibotlibot ng lupain ng mga gadareno na siyay umalis sa kanila sapagkat silay napipigilan ng malaking takot at siyay lumulan sa daong at nagbalik,41.6665249514914
Luke,18,17,Pakanakmen nyo an. No ji kamo akman so kanakan so onowned a meyhanhan ni Ama ta do to am ji na inyo nalamozongan ni Ama ta do to an.”,pakanakmen nyo an no ji kamo akman so kanakan so onowned a meyhanhan ni ama ta do to am ji na inyo nalamozongan ni ama ta do to an,katotohanang sinasabi ko sa inyo malibang kayoy maging tulad sa isang maliit na bata ay hindi kayo magsisipasok sa kaharian ng langit,"Katotohanang sinasabi ko sa inyo, Sinomang hindi tumanggap ng kaharian ng Dios na gaya ng isang maliit na bata, ay hindi siya papasok doon sa anomang paraan.",katotohanang sinasabi ko sa inyo sinomang hindi tumanggap ng kaharian ng dios na gaya ng isang maliit na bata ay hindi siya papasok doon sa anomang paraan,32.56411918699061
Revelation,19,9,"Makarahan am maniring jyaken o tinsi am, “Vatvatkan mo o katey yapya da no nitaidan na tao a macikasaray jya a nimatarek so vahay.” Maniring pa o tinsi am, “Manoyong ya ciring na ni Ama ta do to.”",makarahan am maniring jyaken o tinsi am vatvatkan mo o katey yapya da no nitaidan na tao a macikasaray jya a nimatarek so vahay maniring pa o tinsi am manoyong ya ciring na ni ama ta do to,at sinabi niya sa akin isulat mo mapalad ang mga inanyayahan na kasama niya sa kasalan at sinabi niya sa akin totoong sinasabi ng diyos,"At sinabi ng anghel sa akin, “Isulat mo: Mapapalad ang mga inanyayahan sa hapunan ng kasalan ng Kordero.” At sinabi niya sa akin, “Ito ang mga tunay na salita ng Diyos.”",at sinabi ng anghel sa akin isulat mo mapapalad ang mga inanyayahan sa hapunan ng kasalan ng kordero at sinabi niya sa akin ito ang mga tunay na salita ng diyos,26.24512105857428
Luke,13,11,Amyan dang so asa ka mavakes a kovotan no kalamsoyan ni Satan. Nimeyngen a mina kawao so ikarwa (18) so awawan. Am ori o ipeyvovokoz na a ji rana meysonong so likod a tomanek.,amyan dang so asa ka mavakes a kovotan no kalamsoyan ni satan nimeyngen a mina kawao so ikarwa  so awawan am ori o ipeyvovokoz na a ji rana meysonong so likod a tomanek,at narito ang isang babae na may espiritu ng karamdaman na labingdalawang taon nang siyay tumigil at siyay hindi na maaaring tumayo,"At narito, ang isang babae na may espiritu ng sakit na may labingwalong taon na; at totoong baluktot at hindi makaunat sa anomang paraan.",at narito ang isang babae na may espiritu ng sakit na may labingwalong taon na at totoong baluktot at hindi makaunat sa anomang paraan,36.94274129912832
Galatians,2,4,"Am yamyan so tatasa ka tao a yanimacizavoz a yamapatpeh so kataotao da. Sira ori am kakzeben da si Tito a amyongkad do kataotao na. Am sira rana am beken a kayyai da, ta ileylamdamen da yamen a yamraralay ni Yeso Kizisto a tao. Ta manngo paro sira. Ala ahapen da o iwawalam ni Moyse.",am yamyan so tatasa ka tao a yanimacizavoz a yamapatpeh so kataotao da sira ori am kakzeben da si tito a amyongkad do kataotao na am sira rana am beken a kayyai da ta ileylamdamen da yamen a yamraralay ni yeso kizisto a tao ta manngo paro sira ala ahapen da o iwawalam ni moyse,subalit ang mga ito ay nagsitakas na nagsitakas sa kanilang sarili upang si tito ay mapalagay sa laman at hindi sila dumating upang kamiy tuksuhin kundi upang kamiy paupuin sa panginoon,"Subalit dahil sa mga huwad na kapatid na lihim na ipinasok, na pumasok upang tiktikan ang kalayaan na taglay namin kay Cristo Jesus, upang kami'y alipinin—",subalit dahil sa mga huwad na kapatid na lihim na ipinasok na pumasok upang tiktikan ang kalayaan na taglay namin kay cristo jesus upang kamiy alipinin,3.3922687807926777
Luke,7,34,"Yaken rana Nipamnekan na ni Ama ta do to a tao am ko koman a ko keyyop. Am no kamo maniring am, ‘Yamatetehnan a yameyyeyyopen a yamacizavoz do mapeyvazay so deyking a tao a kano meyraraten a tao.’",yaken rana nipamnekan na ni ama ta do to a tao am ko koman a ko keyyop am no kamo maniring am yamatetehnan a yameyyeyyopen a yamacizavoz do mapeyvazay so deyking a tao a kano meyraraten a tao,narito ang anak ng tao ay kumakain at umiinom at sinasabi ninyo narito ang isang lalaking matakaw at isang mabuksan isang kaibigan ng mga maniningil ng buwis at ng mga makasalanan,"Naparito ang Anak ng tao na kumakain at umiinom; at inyong sinasabi, Narito ang isang matakaw na tao, at isang magiinum ng alak, isang kaibigan ng mga maniningil ng buwis at ng mga makasalanan!",naparito ang anak ng tao na kumakain at umiinom at inyong sinasabi narito ang isang matakaw na tao at isang magiinum ng alak isang kaibigan ng mga maniningil ng buwis at ng mga makasalanan,49.93735130059218
Luke,9,52,So nitovoyan na so tao a manma mangay do asa ka ili da no Samadiya kapeykala da ni Yeso so itkehan na.,so nitovoyan na so tao a manma mangay do asa ka ili da no samadiya kapeykala da ni yeso so itkehan na,at nagsugo siya ng mga sugo na una sa kaniya at nagsiparoon sa isang nayon ng mga samaritano upang hanapin siya,"At nagsugo ng mga sugo sa unahan ng kaniyang mukha: at nagsiyaon sila, at nagsipasok sa isang nayon ng mga Samaritano upang siya'y ipaghanda.",at nagsugo ng mga sugo sa unahan ng kaniyang mukha at nagsiyaon sila at nagsipasok sa isang nayon ng mga samaritano upang siyay ipaghanda,33.02056718540978
John,9,2,"Maniring sira o macinanao ji Yeso am, “Mo Mangnanao, nimeycicinda ya nimavota no kalyalikey na. Sino raraten a na kakman sang. Manngwa, kataotao na an? No inyapwan na.”",maniring sira o macinanao ji yeso am mo mangnanao nimeycicinda ya nimavota no kalyalikey na sino raraten a na kakman sang manngwa kataotao na an no inyapwan na,tinanong siya ng kanyang mga alagad rabi sino ang nagkasala ang taong ito o ang kanyang mga magulang upang siya ay ipinanganak na bulag,"Tinanong siya ng kanyang mga alagad, “Rabi, sino ang nagkasala, ang taong ito, o ang kanyang mga magulang, kaya siya'y ipinanganak na bulag?”",tinanong siya ng kanyang mga alagad rabi sino ang nagkasala ang taong ito o ang kanyang mga magulang kaya siyay ipinanganak na bulag,79.47545184555567
Ephesians,4,18,Onowned da am yakmey kasarisaryan. Yabo da kasngesngenan do vayo a onowned a yapo ji Ama ta do to. So da ikanoyong a yaji macipayok so nakenakem ji Ama ta do to.,onowned da am yakmey kasarisaryan yabo da kasngesngenan do vayo a onowned a yapo ji ama ta do to so da ikanoyong a yaji macipayok so nakenakem ji ama ta do to,ang kanilang mga puso ay walang kabuluhan at ang kanilang puso ay walang kapintasan at ang kanilang puso ay walang katapatan,"Nagdilim ang kanilang mga pang-unawa, palibhasa'y nahiwalay sa buhay ng Diyos, dahil sa kanilang kamangmangan, dahil sa katigasan ng kanilang mga puso;",nagdilim ang kanilang mga pangunawa palibhasay nahiwalay sa buhay ng diyos dahil sa kanilang kamangmangan dahil sa katigasan ng kanilang mga puso,10.08831391414304
Philippians,1,30,akman so nimacita nyo rana do kataotao ko a kano nimamizing nyo. So yana to ngaii sicyaikwaya.,akman so nimacita nyo rana do kataotao ko a kano nimamizing nyo so yana to ngaii sicyaikwaya,gaya ng inyong nakita at ngayon ay inyong narinig tungkol sa akin,"yamang taglay ninyo ang gayunding pakikipaglaban na inyong nakita sa akin, at ngayo'y nababalitaan ninyo tungkol sa akin.",yamang taglay ninyo ang gayunding pakikipaglaban na inyong nakita sa akin at ngayoy nababalitaan ninyo tungkol sa akin,10.062578380622593
Luke,2,48,"Macita da si Yeso no inyapwan na am ipeyzokab da. Am ori o nipancyan na nya jya no ina na so, “Manganako, yaka nimeypanngonngo ya. Yamo jyacita yamen si ama mo a yato ngala jimo?”",macita da si yeso no inyapwan na am ipeyzokab da am ori o nipancyan na nya jya no ina na so manganako yaka nimeypanngonngo ya yamo jyacita yamen si ama mo a yato ngala jimo,at nang siyay kanilang makita ay nangagtaka sila at sinabi sa kaniya ng kaniyang ina anak anong ginawa mo kami at ang iyong ama na kasama mo,"At nang siya'y mangakita nila, ay nangagtaka sila; at sinabi sa kaniya ng kaniyang ina, Anak, bakit ginawa mo sa amin ang ganyan? narito, ang iyong ama at ako na hinahanap kang may hapis.",at nang siyay mangakita nila ay nangagtaka sila at sinabi sa kaniya ng kaniyang ina anak bakit ginawa mo sa amin ang ganyan narito ang iyong ama at ako na hinahanap kang may hapis,39.08241123494819
Acts,21,38,Beken a tao ka do Ayci asyo a nimraherahet so seyvo a nimapalolo so kakapatan a ranaw (4000) a mararahet so nakenakem a tao a nitomayo do kabwan no nihakawan no tao?”,beken a tao ka do ayci asyo a nimraherahet so seyvo a nimapalolo so kakapatan a ranaw  a mararahet so nakenakem a tao a nitomayo do kabwan no nihakawan no tao,hindi ba ikaw ang ehipcio na nagbulungbulungan kay serug at nagdala sa ilang ng apat na libong taong makasalanan,"Kung gayon, hindi ikaw ang Ehipcio, na nag-udyok ng paghihimagsik nang mga nakaraang araw at nagdala sa apat na libong mamamatay-tao sa ilang?”",kung gayon hindi ikaw ang ehipcio na nagudyok ng paghihimagsik nang mga nakaraang araw at nagdala sa apat na libong mamamataytao sa ilang,20.950488937981458
2 Timothy,4,5,Am imo rana am meypepzat ka do meykamadadayan a vazay mo. Ji mo a mamman o alalaw mo a meylimwang no Mapasaray a Ciriciring. Ta ori o ikowyat mo a mahap so vazay mo ji Ama ta do to.,am imo rana am meypepzat ka do meykamadadayan a vazay mo ji mo a mamman o alalaw mo a meylimwang no mapasaray a ciriciring ta ori o ikowyat mo a mahap so vazay mo ji ama ta do to,datapuwat ikaw ay magsikap sa iyong sariling gawa at sa iyong sariling gawa huwag kang matisod sa paghihirap sa ebanghelyo kundi gawin mo ang iyong kabutihan sa panginoon,"Ngunit ikaw ay maging matino sa lahat ng mga bagay, magtiis ka ng mga kahirapan, gampanan mo ang gawain ng isang ebanghelista, ganapin mong lubos ang iyong ministeryo.",ngunit ikaw ay maging matino sa lahat ng mga bagay magtiis ka ng mga kahirapan gampanan mo ang gawain ng isang ebanghelista ganapin mong lubos ang iyong ministeryo,4.625799890348224
Mark,6,38,"Maniring si Yeso jira am, “Angay pala cita yapira o yada nipalolo a myanpaw.” Citahen da am alima ka myanpaw a kano yadwa ka among.",maniring si yeso jira am angay pala cita yapira o yada nipalolo a myanpaw citahen da am alima ka myanpaw a kano yadwa ka among,at sinabi niya sa kanila ilang tinapay mayroon kayo humayo kayo at tingnan ninyo at kanilang nakita na may limang tinapay at dalawang isda,"At sinabi niya sa kanila, Ilang tinapay mayroon kayo? magsiparoon kayo at inyong tingnan. At nang mangaalaman nila, ay kanilang sinabi, Lima, at dalawang isda.",at sinabi niya sa kanila ilang tinapay mayroon kayo magsiparoon kayo at inyong tingnan at nang mangaalaman nila ay kanilang sinabi lima at dalawang isda,41.54606002611308
John,7,31,"Am amyan do aro a tao ang so omanoyong jya. Maniring sira am, “No si mai o Misayya am arwaro pa o peyvazain na vazay a yongkad no kayapo na ji Ama ta do to a kano tao eya?”",am amyan do aro a tao ang so omanoyong jya maniring sira am no si mai o misayya am arwaro pa o peyvazain na vazay a yongkad no kayapo na ji ama ta do to a kano tao eya,subalit marami sa karamihan ang sumampalataya sa kanya at kanilang sinabi kapag dumating ang cristo gagawin niya ang higit pang maraming tanda kaysa ginagawa ng taong ito,"Gayunma'y marami sa mga tao ang sumampalataya sa kanya at kanilang sinabi, “Pagdating ng Cristo, gagawa ba siya ng mas maraming tanda kaysa mga ginawa ng taong ito?”",gayunmay marami sa mga tao ang sumampalataya sa kanya at kanilang sinabi pagdating ng cristo gagawa ba siya ng mas maraming tanda kaysa mga ginawa ng taong ito,31.69279951497284
Acts,26,3,Ta mo katenngan o iwawalam da no tao do Yotay a kano da kazyakan nyaken. Am ori o amizngan mo so ciring ko.,ta mo katenngan o iwawalam da no tao do yotay a kano da kazyakan nyaken am ori o amizngan mo so ciring ko,sapagkat nalalaman mo ang lahat ng mga kautusan ng mga judio at ang lahat ng mga bagay na kanilang sinalungat laban sa akin,"sapagkat bihasa ka sa lahat ng mga kaugalian at mga usapin ng mga Judio, kaya ipinapakiusap ko sa iyo na matiyaga mo akong pakinggan.",sapagkat bihasa ka sa lahat ng mga kaugalian at mga usapin ng mga judio kaya ipinapakiusap ko sa iyo na matiyaga mo akong pakinggan,11.737564417570942
Mark,5,41,"Makarahan am ahapen na o lima no kanakan. Maniring jya am, “Tadita komi.” O peypeypangayan na no nang am, “Ko ipanci imo a meyvangon, manganako.”",makarahan am ahapen na o lima no kanakan maniring jya am tadita komi o peypeypangayan na no nang am ko ipanci imo a meyvangon manganako,at hinawakan niya ang kamay ng bata at sinabi sa kaniya taditha komi na kung liliwanagin ay sinasabi ko sa iyo bumangon ka,"Hinawakan niya ang kamay ng bata at sinabi sa kanya, “Talitha cum,” na ang kahulugan ay “Munting batang babae, sinasabi ko sa iyo, bumangon ka!”",hinawakan niya ang kamay ng bata at sinabi sa kanya talitha cum na ang kahulugan ay munting batang babae sinasabi ko sa iyo bumangon ka,51.92687386471653
Luke,16,23,Amyan do kararatan a makaliliw so kataotao na am to na cita do teyngato si Apolahan a kani Lasalo.,amyan do kararatan a makaliliw so kataotao na am to na cita do teyngato si apolahan a kani lasalo,at sa hades na nasa mga pagdurusa ay tumingala siya at tinitingnan si abraham at si lazaro,At mula sa Hades na kanyang pinagdurusahan ay tumingala siya at nakita sa malayo si Abraham at si Lazaro sa kanyang kandungan.,at mula sa hades na kanyang pinagdurusahan ay tumingala siya at nakita sa malayo si abraham at si lazaro sa kanyang kandungan,32.65381071005883
Revelation,2,27,O itoro ko jira oyowyat am akman so oyowyat a nitoro na jyaken ni Ama. So icyakma dey vahalang to makaspi so vahanga a tomalamozong no karawan.,o itoro ko jira oyowyat am akman so oyowyat a nitoro na jyaken ni ama so icyakma dey vahalang to makaspi so vahanga a tomalamozong no karawan,at silay ibibigay ko sa kanila na gaya ng ibinigay sa akin ng aking ama na maghahari sa sanglibutan,"at sila'y pangungunahan niya sa pamamagitan ng isang pamalong bakal, gaya ng pagkadurog ng mga palayok,",at silay pangungunahan niya sa pamamagitan ng isang pamalong bakal gaya ng pagkadurog ng mga palayok,6.336859268415405
Matthew,12,28,No si manoyong ko a mamozwaw no oyowyat ni Ama ta do to am yamanoyong rana si Ama ta do to a tomalamozong no omanoyong jya tao sicyaikwaya.,no si manoyong ko a mamozwaw no oyowyat ni ama ta do to am yamanoyong rana si ama ta do to a tomalamozong no omanoyong jya tao sicyaikwaya,ngunit kung sa pamamagitan ng kapangyarihan ng diyos ay nagpapalabas ako ng mga ito ang kaharian ng diyos ay ibinigay na sa mga sumasampalataya sa kanya,"Ngunit kung sa pamamagitan ng Espiritu ng Diyos ay nagpapalayas ako ng mga demonyo, dumating na nga sa inyo ang kaharian ng Diyos.",ngunit kung sa pamamagitan ng espiritu ng diyos ay nagpapalayas ako ng mga demonyo dumating na nga sa inyo ang kaharian ng diyos,32.34462473047189
Acts,17,14,Am ori o nyangayan da ni Pawlo no sinjya do minato. Si Sila kani Timotay am nimavezed sira do Peyloya.,am ori o nyangayan da ni pawlo no sinjya do minato si sila kani timotay am nimavezed sira do peyloya,kayat isinugo ni pablo sina silas at timoteo mula sa iglesya at nanatili sila sa berea,"At agad na isinugo ng mga kapatid si Pablo paalis hanggang sa dagat, ngunit nanatili roon sina Silas at Timoteo.",at agad na isinugo ng mga kapatid si pablo paalis hanggang sa dagat ngunit nanatili roon sina silas at timoteo,14.603406085375557
Colossians,4,16,"No si teyka nyo a vilangan o teygami eya am yangay nyo do Lawticya, kavilang da jya do kyokay do dang. O yai da teygami apo do Lawticya am akman sang, ta vilangan nyo pa.",no si teyka nyo a vilangan o teygami eya am yangay nyo do lawticya kavilang da jya do kyokay do dang o yai da teygami apo do lawticya am akman sang ta vilangan nyo pa,at pagka nabasa na ang sulat na ito sa inyo ay ipabasa ninyo sa iglesya ng mga tagalaodicea at basahin naman ninyo ang sulat na galing sa mga tagalaodicea,"At kapag nabasa na ang sulat na ito sa inyo, ay ipabasa rin ninyo sa iglesya ng mga taga-Laodicea; at basahin naman ninyo ang sulat na mula sa Laodicea.",at kapag nabasa na ang sulat na ito sa inyo ay ipabasa rin ninyo sa iglesya ng mga tagalaodicea at basahin naman ninyo ang sulat na mula sa laodicea,73.85283496518817
Luke,24,53,So nikasangib da rana do rako a panaralayan a omazwazway si Ama ta do to.,so nikasangib da rana do rako a panaralayan a omazwazway si ama ta do to,at laging nasa templo na nagpapasalamat at nagpapasalamat sa diyos,"At palaging sila'y nasa templo, na nangagpupuri sa Dios.",at palaging silay nasa templo na nangagpupuri sa dios,17.747405280050266
Luke,11,41,So ikazonos nyo a manta no ji makahakaw a tao. Ta ori o akma ney ikatnaw no onowned nyo an.,so ikazonos nyo a manta no ji makahakaw a tao ta ori o akma ney ikatnaw no onowned nyo an,kayat kayoy magtiis ng mga bagay na hindi nararapat upang ang inyong mga puso ay malusog,"Datapuwa't ilimos ninyo ang mga bagay na nasa kalooban; at narito, ang lahat ng mga bagay ay malilinis sa inyo.",datapuwat ilimos ninyo ang mga bagay na nasa kalooban at narito ang lahat ng mga bagay ay malilinis sa inyo,11.532156986623834
2 Corinthians,5,7,Tana ta jyacita no mata ta si Ama ta do to am ta ipeyhanhan sicyaikwaya a mangononong do ciriciring na.,tana ta jyacita no mata ta si ama ta do to am ta ipeyhanhan sicyaikwaya a mangononong do ciriciring na,sa pamamagitan ng pananampalataya at sa pamamagitan ng pagtitiwala na hindi natin nakikita ay ating tinanggap ang pangako ng diyos,"Sapagkat kami ay lumalakad sa pamamagitan ng pananampalataya, hindi sa pamamagitan ng paningin.",sapagkat kami ay lumalakad sa pamamagitan ng pananampalataya hindi sa pamamagitan ng paningin,18.45895819969781
Revelation,21,6,"Maniring pa jyaken am, “Yarana nikomavos. Yaken rana am Aarva kano Yamicya. Yaken rana am nikapwan na kano pangavosan na. No myan so mawaw am itoro ko o atbod a yopen na a yapwan no to meyyonong a ikavyay no pahad na. Am ori rana am abo ngina na.",maniring pa jyaken am yarana nikomavos yaken rana am aarva kano yamicya yaken rana am nikapwan na kano pangavosan na no myan so mawaw am itoro ko o atbod a yopen na a yapwan no to meyyonong a ikavyay no pahad na am ori rana am abo ngina na,at sinabi niya sa akin ako ang alpha at ang omega ang lahat ng mga bagay ay naganap ang darating at ang darating ang sinomang mauhaw ay ibibigay ko sa kaniya ang balon ng tubig ng buhay na walang hanggan at siyay hindi na makakain,"At sinabi niya sa akin, “Naganap na! Ako ang Alpha at ang Omega, ang pasimula at ang wakas. Ang nauuhaw ay aking paiinumin nang walang bayad sa bukal ng tubig ng buhay.",at sinabi niya sa akin naganap na ako ang alpha at ang omega ang pasimula at ang wakas ang nauuhaw ay aking paiinumin nang walang bayad sa bukal ng tubig ng buhay,28.478269480502718
Matthew,28,12,Teyka sira meysirisiring o panipanirsirngen no mapatanatanang so nakem da si Ama ta do to a kano kamanrarakehan da no tao do Yotay am ipanta da sira so aro a nizpi.,teyka sira meysirisiring o panipanirsirngen no mapatanatanang so nakem da si ama ta do to a kano kamanrarakehan da no tao do yotay am ipanta da sira so aro a nizpi,at nang makipagkasundo ang mga pangulong saserdote at ang matatanda ng bayan ay kanilang binigyan sila ng maraming salapi,"Pagkatapos makipagpulong sa matatanda, nagpanukala sila na magbigay ng sapat na salapi sa mga kawal,",pagkatapos makipagpulong sa matatanda nagpanukala sila na magbigay ng sapat na salapi sa mga kawal,3.0272532566104675
Luke,19,1,"Makaranes si Yeso do Yedike am,",makaranes si yeso do yedike am,at siyay pumasok sa jerico,At siya'y pumasok at nagdaan sa Jerico.,at siyay pumasok at nagdaan sa jerico,33.51600230178196
